group,variable,value,nickname,university,year,datestarted,mayor,degree,hobby,canvas,kthsocial,facebook,learnings,courses,thesis,fiveyears
S11,Q10,10,Ellakingen,,2016,44711,Computer Science,Master in Science,I enjoy making things with my hands - right now it's mostly knitting. But I'm also fond of silver smithery - drawing - and pottery. I enjoy programming as well - now I'm mostly interested in web scraping and web programming! I like that I can really combine my interest in tech with being creative!,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I expect to get tools for visualising information! To understand better how my interest in gathering data from the internet can be visualised - and how this can be useful to others. ,Programming courses in python and java - web development course - statistics - linear algebra - calculus - all on KTH. ,Have started planning - but haven't made contacts yet.,I could see myself as an entrepreneur in five years. For me it's first and foremost important I work with something I find important and valuable for the rest of the world. I'm planning to start off working for a company - and then perhaps moving on to working with *data* (whatever that means) somehow on my own.  
S11,Q11,5,Ellakingen,,2016,44711,Computer Science,Master in Science,I enjoy making things with my hands - right now it's mostly knitting. But I'm also fond of silver smithery - drawing - and pottery. I enjoy programming as well - now I'm mostly interested in web scraping and web programming! I like that I can really combine my interest in tech with being creative!,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I expect to get tools for visualising information! To understand better how my interest in gathering data from the internet can be visualised - and how this can be useful to others. ,Programming courses in python and java - web development course - statistics - linear algebra - calculus - all on KTH. ,Have started planning - but haven't made contacts yet.,I could see myself as an entrepreneur in five years. For me it's first and foremost important I work with something I find important and valuable for the rest of the world. I'm planning to start off working for a company - and then perhaps moving on to working with *data* (whatever that means) somehow on my own.  
S11,Q12,5,Ellakingen,,2016,44711,Computer Science,Master in Science,I enjoy making things with my hands - right now it's mostly knitting. But I'm also fond of silver smithery - drawing - and pottery. I enjoy programming as well - now I'm mostly interested in web scraping and web programming! I like that I can really combine my interest in tech with being creative!,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I expect to get tools for visualising information! To understand better how my interest in gathering data from the internet can be visualised - and how this can be useful to others. ,Programming courses in python and java - web development course - statistics - linear algebra - calculus - all on KTH. ,Have started planning - but haven't made contacts yet.,I could see myself as an entrepreneur in five years. For me it's first and foremost important I work with something I find important and valuable for the rest of the world. I'm planning to start off working for a company - and then perhaps moving on to working with *data* (whatever that means) somehow on my own.  
S12,Q1,3,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q2,5,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q3,7,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q4,4,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q5,9,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q6,6,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q7,2,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q8,3,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q9,1,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q10,8,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q11,7,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S12,Q12,7,Cinnamon-Bun,,2017,44714,Computer Science,Master in Science,I think I am interested in most thing. I looked through previous project and <90% of them looked intresting so i think i could do most projects. I like exploring new thing so doing something i am unfamiliar would be fun. My hobbies include climbing - gaming - anime - cooking - student life at kth and traveling.,Yes - several times a day.,I haven't really had courses that use it alot but i did not like it when it was used. I think canvas it just a better option but i would not mind using kth social if i had to.,Yes - several times a day.,I expect that you start off with some data and with that data you learn how to  transform  it and present it in a way that makes it easy to understand as oposed to a spreadsheat of numbers. I also think we will learn to visulize data in a way that can show correlations etc that may be hard to spott if it was just number in a excel sheet.,DD1393 (VT20) We built a sound visualizer for the vic studio at kth. DA2210 (HT20) Since the course is about science is included part about how to analyse and plot data in graph etc.,Have not started planning for it.,I'm aiming for becoming a data scientist and i will probably work in industry. I'm unsure at what kind of company i want to work for tho since i find most things interesting so i have a hard time choosing.
S13,Q1,6,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q2,6,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q3,5,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q4,9,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q5,8,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q6,8,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q7,4,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q8,6,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q9,8,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q10,7,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q11,8,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S13,Q12,6,Lapalus ,,2017,44732,Human-Computer Interaction,Master in Science,photography and video games - I am contract photographer with Getty Image,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Yes - but the last time I checked was two weeks ago.,to be honest -I am not quite clear on these two - maybe after I learned them I would have some ideas - till now - perhaps in PowerPoint?,DT2140?,Have started planning - but haven't made contacts yet.,Game developer or something to do with game industry
S14,Q1,3,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q2,3,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q3,5,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q4,7,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q5,7,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q6,5,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q7,2,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q8,5,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q9,5,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q10,7,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q11,8,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S14,Q12,5,4LB4,,2017,44731,Media Technology,Master in Science,Sports - Friends & Family - Gaming - Creative activities,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,Develop systems that present data in a better looking way - that is  easier to understand. Know what makes a good information system.,All courses within media technology program.,Have not started planning for it.,I want to be expert in whatever field I find interesting - does not really matter what type of job - but at the moment I feel more towards industry than academia
S15,Q1,4,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q2,4,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q3,8,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q4,6,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q5,9,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q6,7,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q7,5,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q8,3,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q9,2,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q10,9,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q11,7,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S15,Q12,7,papi33,,2020,44713,Computer Science,Master in Science,,Yes - several times a day.,No and I haven't heard about it.,No and I will never use it.,learn to use some visualization tools,applied linear regression using R - 2018,Have not started planning for it.,consultant
S16,Q1,1,Mustang22,,2017,44718,Media Technology,Master in Science,Some things I like are drawing and painting - playing computer games and being outside walking  in the forest/nature.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I hope to learn more about how better visualize data and information in a interactive and interesting ways - to hopefully become better at making data that might be complex more easy to understand.,I have yet not completed any courses related to information visualization - but I read the course  DH2320  Introduction to Visualization and Computer Graphics  in parallel with this course now in period 3.,Have not started planning for it.,I am not really sure but I would like to work in the industry or as a consultant - maybe  within the computer game industry.
S16,Q2,1,Mustang22,,2017,44718,Media Technology,Master in Science,Some things I like are drawing and painting - playing computer games and being outside walking  in the forest/nature.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I hope to learn more about how better visualize data and information in a interactive and interesting ways - to hopefully become better at making data that might be complex more easy to understand.,I have yet not completed any courses related to information visualization - but I read the course  DH2320  Introduction to Visualization and Computer Graphics  in parallel with this course now in period 3.,Have not started planning for it.,I am not really sure but I would like to work in the industry or as a consultant - maybe  within the computer game industry.
S16,Q3,2,Mustang22,,2017,44718,Media Technology,Master in Science,Some things I like are drawing and painting - playing computer games and being outside walking  in the forest/nature.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I hope to learn more about how better visualize data and information in a interactive and interesting ways - to hopefully become better at making data that might be complex more easy to understand.,I have yet not completed any courses related to information visualization - but I read the course  DH2320  Introduction to Visualization and Computer Graphics  in parallel with this course now in period 3.,Have not started planning for it.,I am not really sure but I would like to work in the industry or as a consultant - maybe  within the computer game industry.
S16,Q4,8,Mustang22,,2017,44718,Media Technology,Master in Science,Some things I like are drawing and painting - playing computer games and being outside walking  in the forest/nature.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I hope to learn more about how better visualize data and information in a interactive and interesting ways - to hopefully become better at making data that might be complex more easy to understand.,I have yet not completed any courses related to information visualization - but I read the course  DH2320  Introduction to Visualization and Computer Graphics  in parallel with this course now in period 3.,Have not started planning for it.,I am not really sure but I would like to work in the industry or as a consultant - maybe  within the computer game industry.
S16,Q5,4,Mustang22,,2017,44718,Media Technology,Master in Science,Some things I like are drawing and painting - playing computer games and being outside walking  in the forest/nature.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I hope to learn more about how better visualize data and information in a interactive and interesting ways - to hopefully become better at making data that might be complex more easy to understand.,I have yet not completed any courses related to information visualization - but I read the course  DH2320  Introduction to Visualization and Computer Graphics  in parallel with this course now in period 3.,Have not started planning for it.,I am not really sure but I would like to work in the industry or as a consultant - maybe  within the computer game industry.
S16,Q6,3,Mustang22,,2017,44718,Media Technology,Master in Science,Some things I like are drawing and painting - playing computer games and being outside walking  in the forest/nature.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I hope to learn more about how better visualize data and information in a interactive and interesting ways - to hopefully become better at making data that might be complex more easy to understand.,I have yet not completed any courses related to information visualization - but I read the course  DH2320  Introduction to Visualization and Computer Graphics  in parallel with this course now in period 3.,Have not started planning for it.,I am not really sure but I would like to work in the industry or as a consultant - maybe  within the computer game industry.
